Carat Weight,Cut,Color,Clarity,Polish,Symmetry,Report,Price
2.56,Ideal,H,SI1,EX,EX,GIA,24975
2,Ideal,G,VS1,G,G,GIA,26049
0.77,Fair,F,VS1,G,G,AGSL,3031
0.9,Very Good,E,SI1,EX,VG,GIA,4239
1.02,Very Good,D,SI1,EX,G,GIA,5291
1.22,Very Good,I,VS2,VG,VG,GIA,5979
2.37,Very Good,H,VS1,VG,VG,GIA,25451
0.77,Very Good,G,VS2,EX,EX,GIA,3124
1,Good,H,VS1,VG,VG,GIA,5743
1.01,Very Good,G,VS1,EX,EX,GIA,6936
1.03,Very Good,F,SI1,VG,VG,GIA,5241
0.9,Good,D,SI1,VG,VG,GIA,4579
1.16,Ideal,F,VS1,EX,EX,GIA,9004
2.36,Very Good,D,VS2,G,VG,GIA,30867
1.22,Very Good,G,VS2,G,G,GIA,8377
1.01,Ideal,G,VS2,EX,EX,GIA,6734
1.06,Very Good,E,SI1,VG,VG,GIA,5328
2.47,Ideal,I,VS1,ID,ID,AGSL,24667
2.24,Ideal,I,VS1,EX,EX,GIA,20906
1.01,Good,G,SI1,EX,VG,AGSL,5073
1.01,Fair,G,SI1,VG,G,GIA,4646
1.2,Very Good,E,SI1,G,VG,GIA,6809
1.66,Ideal,G,VVS2,ID,ID,AGSL,16893
1.03,Ideal,I,VS1,ID,ID,AGSL,5181
0.94,Good,H,SI1,VG,G,GIA,3528
2.08,Ideal,H,VS2,EX,EX,GIA,22434
0.9,Good,F,SI1,VG,VG,GIA,3842
1.51,Ideal,I,VS2,EX,VG,AGSL,9090
1.5,Very Good,I,VS2,VG,VG,GIA,9118
0.77,Very Good,G,VS1,VG,G,GIA,2986
1.71,Ideal,D,IF,VG,VG,GIA,39027
1.02,Good,G,IF,EX,G,GIA,8215
1.51,Good,I,VS1,G,VG,GIA,9581
0.9,Fair,E,SI1,EX,EX,GIA,4034
1.7,Very Good,G,VS2,G,G,GIA,15767
1.32,Very Good,H,SI1,VG,VG,GIA,7389
0.91,Very Good,F,SI1,VG,G,GIA,4049
1.02,Ideal,G,VS2,VG,VG,GIA,6845
1,Very Good,D,SI1,VG,VG,GIA,5755
1.59,Ideal,D,SI1,EX,VG,GIA,13600
2.02,Good,I,VS1,VG,G,GIA,17470
2.01,Very Good,H,VS1,G,G,GIA,20940
2.01,Very Good,G,SI1,EX,VG,GIA,19347
1.22,Signature-Ideal,G,VS1,EX,EX,GIA,10572
2.01,Good,D,VS1,G,G,GIA,35992
1.01,Very Good,E,IF,VG,VG,GIA,11042
0.9,Ideal,I,VS1,ID,ID,AGSL,4093
1.64,Ideal,F,VS2,ID,ID,AGSL,15458
1.01,Very Good,G,VS2,VG,VG,GIA,5777
1.22,Ideal,H,VVS2,ID,ID,AGSL,8014
1.52,Ideal,H,VS2,ID,ID,AGSL,11896
1.58,Ideal,G,IF,EX,VG,GIA,17329
2.53,Good,H,SI1,VG,VG,GIA,24795
1.5,Ideal,D,SI1,VG,VG,GIA,12206
1.01,Very Good,F,SI1,G,VG,GIA,5107
2.02,Very Good,G,VS1,G,G,GIA,28469
2.09,Ideal,D,VS1,ID,ID,AGSL,40503
2.02,Ideal,I,VVS2,EX,EX,GIA,22984
1.2,Ideal,E,VS2,EX,VG,GIA,7966
2.5,Very Good,F,VS2,VG,G,GIA,40046
1.51,Ideal,E,VVS1,EX,VG,GIA,24608
2.08,Very Good,H,VS2,EX,VG,GIA,20379
1.12,Very Good,I,VS2,G,VG,GIA,4914
1.54,Ideal,I,VS2,VG,EX,GIA,9600
1.04,Ideal,G,VVS2,ID,ID,AGSL,8207
1,Fair,E,SI1,VG,G,GIA,4844
1.01,Ideal,G,VS2,EX,EX,GIA,6587
1.08,Signature-Ideal,H,SI1,ID,ID,AGSL,6426
0.9,Good,F,VVS2,EX,VG,GIA,5480
1.5,Very Good,E,VS2,VG,EX,GIA,14592
1.06,Very Good,H,SI1,G,VG,GIA,4878
1.03,Very Good,F,VS2,VG,VG,GIA,6809
1.12,Signature-Ideal,G,VS2,EX,EX,GIA,8189
1.03,Very Good,G,VS1,VG,VG,GIA,6487
1.02,Very Good,E,IF,VG,G,GIA,10029
2.05,Very Good,G,VS1,EX,EX,GIA,27181
0.9,Fair,H,VVS2,VG,G,GIA,4447
0.91,Very Good,H,SI1,VG,VG,GIA,3710
0.79,Very Good,D,SI1,G,VG,GIA,3432
2.14,Ideal,G,VVS1,EX,EX,GIA,33956
2.11,Ideal,F,VS2,EX,EX,GIA,31200
1.01,Very Good,F,SI1,EX,VG,GIA,5886
1.5,Very Good,H,VVS2,EX,EX,GIA,11052
1.04,Ideal,H,VVS2,EX,EX,GIA,6990
2.02,Good,F,VVS1,VG,VG,GIA,37083
1.6,Ideal,G,VVS2,VG,EX,GIA,16575
1.05,Ideal,G,VVS2,EX,EX,GIA,8436
1.12,Ideal,H,VS1,VG,EX,GIA,6309
1.03,Very Good,D,VS1,VG,VG,GIA,8437
0.9,Fair,D,SI1,EX,EX,GIA,4537
2.02,Very Good,E,VVS1,VG,VG,GIA,46666
1.21,Ideal,D,VVS2,VG,VG,GIA,14691
1.06,Ideal,F,VVS2,ID,ID,AGSL,9547
1.09,Very Good,D,SI1,VG,VG,GIA,6438
0.9,Good,I,VVS1,EX,EX,GIA,3972
1.12,Ideal,G,VS1,EX,EX,GIA,8394
1.3,Ideal,G,IF,VG,VG,GIA,12098
2.03,Very Good,I,SI1,EX,EX,GIA,16693
1.01,Very Good,H,VS2,VG,VG,GIA,5967
2.02,Good,F,VS1,VG,VG,GIA,25804
0.93,Very Good,G,SI1,VG,EX,GIA,4513
1.27,Ideal,I,VS2,EX,VG,GIA,6118
1.06,Ideal,D,VS2,EX,EX,GIA,8143
1.1,Very Good,H,VS2,VG,VG,GIA,5817
1.72,Very Good,F,VS2,VG,G,GIA,17578
1.51,Very Good,F,VVS2,VG,VG,GIA,16716
0.76,Ideal,I,VS2,EX,EX,GIA,3577
1.02,Ideal,H,VS2,EX,VG,GIA,5934
1.5,Very Good,I,VS2,VG,G,GIA,9250
0.91,Ideal,G,SI1,EX,EX,GIA,4922
1,Good,H,VS1,EX,G,GIA,5625
0.77,Ideal,H,VS2,EX,EX,GIA,3996
1.21,Ideal,F,VVS1,VG,VG,GIA,12230
1,Good,F,IF,G,G,GIA,8903
1.26,Good,E,VVS1,VG,VG,GIA,11452
0.77,Very Good,D,SI1,VG,EX,GIA,3166
1.56,Ideal,G,VS2,ID,ID,AGSL,13628
1.62,Ideal,G,VS2,ID,ID,AGSL,14777
1.14,Ideal,F,VVS2,VG,EX,GIA,10602
2.15,Ideal,G,VS2,EX,EX,GIA,28837
1,Very Good,F,VS1,EX,EX,GIA,7350
1.2,Very Good,H,VS2,VG,EX,GIA,6591
0.9,Very Good,H,VVS2,EX,VG,GIA,4637
2.01,Ideal,F,SI1,EX,EX,GIA,22373
1.1,Ideal,H,SI1,G,G,GIA,5370
1.5,Very Good,I,SI1,EX,VG,GIA,8695
1,Good,D,SI1,VG,G,GIA,5546
1.02,Very Good,F,VS2,VG,VG,GIA,6407
1.52,Good,G,VS1,VG,G,GIA,13155
0.9,Very Good,H,VS2,EX,VG,GIA,4588
1.24,Ideal,H,VS1,EX,EX,GIA,10006
1.52,Ideal,F,VVS2,EX,VG,GIA,17914
1.07,Signature-Ideal,G,VS1,ID,ID,AGSL,8456
0.81,Ideal,E,SI1,VG,G,GIA,3413
2.03,Ideal,H,VS1,EX,EX,GIA,26148
2.62,Ideal,I,VVS1,EX,EX,GIA,31254
1.21,Good,I,SI1,G,VG,GIA,5452
2.03,Very Good,F,IF,VG,VG,GIA,39605
1.58,Signature-Ideal,I,SI1,ID,ID,AGSL,11110
1.06,Ideal,D,VVS2,EX,EX,GIA,11837
2.01,Very Good,G,VVS2,EX,EX,GIA,27136
0.9,Very Good,D,VS1,VG,G,GIA,5331
1.24,Very Good,I,VS2,VG,VG,GIA,6134
1.07,Ideal,F,VS2,VG,VG,GIA,7441
1.01,Good,H,SI1,VG,VG,GIA,4553
2.68,Ideal,I,SI1,ID,ID,AGSL,23354
1.01,Ideal,D,VVS1,EX,EX,GIA,12065
1.11,Signature-Ideal,I,VS2,ID,ID,AGSL,6395
1.05,Signature-Ideal,I,VS2,EX,EX,GIA,5697
1.28,Very Good,G,VVS1,ID,ID,AGSL,11214
1.01,Ideal,F,VS2,ID,ID,AGSL,7014
1.22,Ideal,G,SI1,VG,VG,GIA,6867
1.2,Ideal,G,VS2,ID,ID,AGSL,8040
1.11,Ideal,I,SI1,VG,VG,GIA,4709
0.76,Very Good,E,VVS2,VG,VG,GIA,3891
1.19,Very Good,G,VS1,G,G,GIA,7989
1.14,Ideal,I,SI1,ID,ID,AGSL,5158
0.82,Good,G,SI1,EX,VG,AGSL,2840
1.2,Good,I,VS1,VG,VG,GIA,6192
2.23,Ideal,D,VS1,EX,EX,GIA,41823
1.01,Very Good,F,VS2,VG,G,GIA,6083
1.4,Ideal,G,VVS1,EX,EX,GIA,15134
2.02,Very Good,E,VS2,EX,G,GIA,28648
1.19,Very Good,E,SI1,VG,VG,GIA,5956
2.02,Ideal,H,SI1,VG,VG,GIA,17392
1.16,Very Good,G,VVS2,EX,VG,GIA,8361
1.3,Very Good,I,SI1,G,EX,GIA,6446
0.81,Ideal,G,VVS1,EX,EX,GIA,4493
2.17,Very Good,H,VS1,EX,EX,AGSL,24600
1.51,Very Good,H,VS1,VG,VG,GIA,12546
1.53,Signature-Ideal,H,SI1,EX,EX,GIA,12093
1.07,Ideal,F,SI1,EX,EX,GIA,7286
2.01,Very Good,F,VVS2,EX,ID,AGSL,33665
1.15,Ideal,H,SI1,VG,VG,GIA,5372
2.08,Very Good,I,VS1,VG,G,GIA,19781
2.01,Good,G,VS1,VG,G,GIA,25796
1.35,Ideal,H,VVS1,EX,EX,GIA,10639
2.08,Ideal,H,VS1,EX,EX,GIA,25210
2.09,Very Good,E,VVS2,VG,VG,GIA,38484
1.14,Ideal,F,VS1,EX,EX,GIA,9074
0.91,Very Good,H,VS1,VG,VG,GIA,4370
1.5,Fair,I,VS2,VG,G,GIA,8999
0.81,Very Good,G,VS1,VG,VG,GIA,3544
2,Good,E,SI1,VG,G,GIA,20000
0.82,Ideal,D,SI1,EX,EX,GIA,4113
1.02,Ideal,G,VVS2,VG,VG,GIA,8335
1.03,Ideal,E,VS1,EX,EX,GIA,8284
1.29,Very Good,G,VVS2,EX,VG,GIA,10565
1.22,Ideal,I,SI1,EX,EX,GIA,6398
2.07,Very Good,G,SI1,EX,EX,GIA,18945
1.06,Ideal,D,SI1,EX,VG,GIA,6062
2.64,Ideal,G,VS2,VG,EX,GIA,35856
2.32,Ideal,G,VS1,VG,EX,GIA,32502
1.14,Ideal,E,VS1,ID,ID,AGSL,9079
1.5,Very Good,H,SI1,EX,VG,GIA,9987
0.78,Ideal,I,VS2,VG,VG,GIA,2652
0.9,Fair,E,SI1,EX,VG,GIA,4220
1.02,Very Good,G,VVS2,EX,VG,GIA,7724
1.04,Ideal,F,SI1,G,G,GIA,5145
1.01,Ideal,F,SI1,VG,VG,GIA,5812
1.5,Very Good,H,VS1,EX,VG,GIA,12723
0.91,Ideal,F,VS2,VG,VG,GIA,5261
0.91,Very Good,D,SI1,VG,VG,GIA,4523
1.03,Ideal,G,VS1,ID,ID,AGSL,7119
1.11,Ideal,F,VS2,EX,EX,GIA,7473
2.08,Very Good,H,SI1,G,G,GIA,17469
0.83,Very Good,D,SI1,VG,VG,GIA,3515
0.94,Very Good,G,VS2,VG,G,AGSL,4488
1.17,Ideal,H,VS2,VG,EX,GIA,6324
1.69,Ideal,G,SI1,EX,EX,GIA,13534
0.83,Signature-Ideal,F,SI1,EX,EX,GIA,4009
1,Good,F,VVS1,G,G,GIA,8401
0.76,Very Good,D,VVS2,VG,VG,GIA,4125
1.04,Signature-Ideal,D,VS1,ID,ID,AGSL,10625
1.21,Very Good,I,VVS2,VG,VG,GIA,6679
1.3,Very Good,E,VVS2,EX,EX,GIA,13329
1.61,Good,F,SI1,VG,VG,GIA,11422
2.02,Good,H,VS2,EX,VG,GIA,19940
1.01,Very Good,G,VVS2,EX,EX,GIA,7439
0.91,Ideal,I,VS2,ID,ID,AGSL,4199
2,Good,H,VS2,VG,G,GIA,20688
1.63,Signature-Ideal,H,VS1,EX,EX,GIA,14261
1.54,Ideal,F,SI1,ID,ID,AGSL,12227
1.01,Ideal,F,SI1,EX,EX,GIA,5582
0.75,Very Good,E,VVS1,EX,VG,GIA,4889
2.17,Very Good,F,VS1,VG,VG,GIA,35522
1.72,Ideal,D,IF,EX,VG,GIA,38080
1.03,Ideal,E,SI1,EX,VG,GIA,5411
2.28,Ideal,F,VS2,EX,EX,GIA,35588
1.08,Ideal,G,VS2,G,G,GIA,6855
1.41,Very Good,F,VS2,VG,G,GIA,11298
1.27,Very Good,I,SI1,G,VG,GIA,5953
1.21,Very Good,I,SI1,EX,VG,GIA,5245
1.03,Good,D,SI1,G,VG,GIA,5526
0.75,Fair,G,VS2,VG,VG,GIA,2967
1.04,Ideal,G,VS2,EX,EX,GIA,6529
0.77,Very Good,H,SI1,VG,VG,GIA,2830
1.14,Ideal,F,VS2,ID,ID,AGSL,8017
2,Ideal,G,VS1,EX,EX,GIA,27835
1.02,Very Good,E,SI1,G,G,GIA,4813
1.05,Ideal,F,VS2,EX,EX,GIA,7639
2.01,Very Good,G,VS1,VG,VG,GIA,21524
2.01,Good,H,SI1,EX,VG,GIA,16737
1.34,Very Good,G,VS1,VG,VG,GIA,10197
1.16,Ideal,F,VS2,VG,VG,GIA,9432
1.29,Ideal,H,SI1,VG,EX,GIA,7513
0.87,Signature-Ideal,F,SI1,ID,ID,AGSL,4188
1.23,Ideal,I,SI1,ID,ID,AGSL,5840
1.1,Signature-Ideal,D,VS1,ID,ID,AGSL,11227
2.01,Ideal,G,VS2,EX,VG,GIA,26069
1.05,Very Good,H,VS2,VG,EX,GIA,5236
0.9,Ideal,H,VVS2,EX,VG,GIA,4770
1.01,Ideal,H,SI1,ID,ID,AGSL,5387
2.46,Very Good,I,SI1,EX,EX,AGSL,21865
1.11,Good,F,SI1,EX,VG,GIA,5602
2.54,Very Good,H,VS2,EX,EX,GIA,30286
1.25,Ideal,D,VS1,EX,VG,GIA,10441
0.77,Very Good,F,VS1,VG,G,GIA,3350
1.61,Ideal,I,VS2,EX,VG,GIA,11826
1.21,Very Good,H,VS1,EX,VG,GIA,7610
0.8,Ideal,I,VS1,VG,EX,GIA,2906
0.91,Very Good,D,VS2,G,EX,GIA,5034
0.9,Very Good,I,VS2,VG,G,GIA,3443
1.04,Very Good,H,SI1,VG,G,GIA,4791
2.03,Good,I,SI1,G,G,GIA,15339
1,Very Good,F,VVS2,EX,VG,GIA,8555
1.51,Good,I,VS1,EX,VG,GIA,8975
1.04,Very Good,F,IF,EX,G,GIA,10161
1.15,Very Good,F,SI1,ID,EX,AGSL,6110
1.03,Very Good,G,IF,EX,VG,GIA,8601
0.9,Very Good,I,SI1,VG,VG,GIA,3327
1,Ideal,F,SI1,EX,EX,GIA,5170
1.06,Ideal,E,VS2,VG,VG,GIA,7275
0.92,Ideal,I,SI1,VG,VG,GIA,3580
1,Good,F,VVS2,EX,VG,GIA,6937
1.57,Ideal,I,VS1,VG,EX,GIA,10209
2.36,Ideal,I,VS1,VG,VG,GIA,22441
1.25,Ideal,I,SI1,VG,VG,GIA,6206
1.18,Ideal,F,VVS2,VG,VG,GIA,11573
1.59,Ideal,H,SI1,VG,G,GIA,10832
1.2,Very Good,G,SI1,VG,EX,GIA,6287
1.58,Ideal,G,SI1,ID,ID,AGSL,12975
1.52,Good,D,SI1,VG,G,GIA,11731
1.06,Ideal,G,VVS2,VG,EX,GIA,8323
2.02,Ideal,D,IF,VG,VG,GIA,59282
0.97,Very Good,D,SI1,EX,G,GIA,5136
1.51,Ideal,F,VS2,EX,EX,GIA,16337
0.76,Very Good,E,SI1,EX,VG,GIA,2668
1.01,Very Good,F,VS1,EX,EX,GIA,7698
0.75,Ideal,G,VVS2,ID,ID,AGSL,3525
0.91,Very Good,E,SI1,VG,EX,GIA,4188
1.63,Signature-Ideal,H,SI1,ID,ID,AGSL,12910
1.01,Very Good,F,SI1,EX,EX,GIA,5220
1.65,Ideal,G,VS1,ID,ID,AGSL,15422
2.27,Ideal,H,VS1,EX,EX,GIA,26443
2.31,Ideal,I,VS2,ID,ID,AGSL,19872
0.9,Very Good,H,VS1,G,G,GIA,4063
2.55,Ideal,I,SI1,EX,EX,GIA,23255
1.4,Very Good,D,IF,VG,G,GIA,25266
0.89,Very Good,G,IF,VG,EX,GIA,5085
2.01,Ideal,G,SI1,EX,EX,GIA,21064
1.55,Ideal,F,SI1,VG,VG,GIA,12575
1.2,Very Good,G,VS1,VG,G,GIA,8812
0.92,Very Good,D,VS1,VG,VG,GIA,5330
1.13,Very Good,G,VS2,VG,VG,GIA,6812
1,Ideal,D,SI1,VG,VG,GIA,5639
2.08,Ideal,G,VS1,EX,EX,GIA,28990
1.02,Very Good,I,SI1,VG,VG,GIA,4102
1.07,Signature-Ideal,G,VS2,ID,ID,AGSL,7577
2.62,Ideal,D,VVS1,EX,EX,GIA,75630
1.01,Very Good,D,VS2,EX,EX,GIA,7278
1,Very Good,E,VS2,G,G,GIA,5978
2.04,Very Good,G,VS2,VG,VG,GIA,24886
1,Fair,E,SI1,VG,G,GIA,4798
1.02,Very Good,H,VS2,EX,VG,GIA,5571
1.32,Ideal,I,VS1,VG,EX,GIA,7095
0.9,Very Good,H,SI1,G,VG,GIA,3748
0.94,Very Good,G,VVS1,VG,VG,GIA,6088
1.23,Very Good,F,IF,EX,EX,GIA,14521
1.18,Very Good,G,VS1,G,VG,GIA,7666
1.01,Good,E,SI1,EX,G,GIA,4608
2.34,Signature-Ideal,F,IF,ID,ID,AGSL,59538
1.04,Ideal,E,SI1,EX,VG,GIA,5528
1.13,Ideal,I,VVS2,EX,EX,GIA,6246
0.81,Very Good,H,SI1,VG,VG,GIA,2936
2.7,Very Good,G,VS2,G,VG,GIA,35472
1.05,Ideal,H,SI1,ID,ID,AGSL,5407
0.91,Very Good,H,VS2,EX,EX,GIA,4012
0.92,Ideal,D,SI1,VG,EX,GIA,4561
1.68,Ideal,H,SI1,VG,VG,GIA,13375
2.17,Very Good,E,VS1,VG,G,GIA,34463
2.08,Very Good,F,VS2,EX,EX,GIA,28010
0.88,Ideal,I,SI1,EX,EX,GIA,3328
2.51,Very Good,I,SI1,VG,VG,GIA,21656
1.23,Good,I,SI1,EX,VG,GIA,5418
0.91,Ideal,I,VS2,VG,VG,GIA,3726
1.2,Very Good,G,VS2,VG,VG,GIA,8317
2.05,Very Good,G,SI1,VG,G,GIA,21384
1.54,Very Good,G,SI1,VG,VG,GIA,10526
1.01,Very Good,H,SI1,VG,G,GIA,4747
1.11,Ideal,G,VS1,EX,EX,GIA,7917
2.39,Very Good,G,VS2,VG,VG,GIA,32488
1.1,Signature-Ideal,I,VVS1,EX,EX,GIA,7468
0.94,Very Good,F,SI1,VG,VG,GIA,4518
2.01,Good,D,SI1,VG,VG,GIA,20065
1.51,Ideal,H,VS1,VG,VG,GIA,12291
1.29,Ideal,E,VVS2,VG,EX,GIA,13530
1,Good,G,SI1,VG,VG,GIA,4594
1.24,Signature-Ideal,G,VS1,ID,ID,AGSL,10946
2.03,Very Good,G,VS1,EX,EX,GIA,26702
1.63,Ideal,H,VVS2,EX,EX,GIA,14233
1.27,Ideal,I,VS2,EX,EX,GIA,6444
1.01,Ideal,G,VS1,ID,ID,AGSL,7290
0.9,Good,E,SI1,G,G,GIA,4054
0.82,Very Good,I,VS1,VG,G,AGSL,2583
1,Very Good,F,VS1,VG,VG,GIA,6883
1.07,Ideal,G,VS1,EX,EX,GIA,7406
0.9,Very Good,G,VS2,G,VG,GIA,4543
2.41,Ideal,H,SI1,VG,VG,GIA,19302
0.75,Good,E,SI1,VG,EX,GIA,2923
1.51,Very Good,E,VVS2,G,VG,GIA,17689
1.13,Signature-Ideal,G,SI1,ID,ID,AGSL,6970
1.04,Ideal,D,SI1,EX,EX,GIA,6112
1.08,Ideal,I,VS2,VG,VG,GIA,4785
0.9,Very Good,F,SI1,VG,G,GIA,4099
1.53,Ideal,I,VS1,VG,EX,GIA,11678
1.21,Very Good,G,VVS2,ID,ID,AGSL,9484
1.31,Ideal,D,SI1,VG,VG,GIA,9219
1.01,Very Good,G,SI1,VG,VG,GIA,4905
1.1,Very Good,F,VVS1,EX,EX,GIA,10701
1.06,Fair,G,SI1,G,G,GIA,4528
1.34,Ideal,G,VVS2,EX,EX,GIA,12008
1.12,Ideal,I,VVS2,ID,ID,AGSL,6317
1.15,Ideal,I,VS1,EX,EX,GIA,5930
2.08,Ideal,H,VS1,EX,EX,GIA,25720
1.19,Ideal,H,VVS2,EX,EX,GIA,7651
1.18,Very Good,I,SI1,G,VG,GIA,4664
1.03,Very Good,F,VS1,EX,VG,GIA,6733
0.75,Good,F,VS1,VG,G,AGSL,2953
1.09,Very Good,F,VS1,VG,EX,GIA,7598
0.79,Ideal,I,VS2,VG,VG,GIA,2687
1.51,Very Good,G,VVS2,EX,VG,GIA,14938
1.04,Ideal,I,SI1,EX,EX,GIA,4941
1.01,Very Good,F,VS2,VG,G,GIA,6204
1.05,Ideal,E,SI1,EX,ID,AGSL,6316
1.74,Very Good,F,VS2,VG,VG,GIA,18237
0.8,Very Good,G,SI1,G,G,GIA,3071
1.28,Ideal,I,VS1,ID,ID,AGSL,6984
2.01,Very Good,E,VS2,EX,VG,GIA,26484
1.18,Very Good,D,SI1,G,G,GIA,6261
1.5,Very Good,I,SI1,VG,G,GIA,8291
1.27,Very Good,I,VS1,G,G,GIA,7031
2,Very Good,I,SI1,VG,VG,GIA,14541
1.01,Good,F,VS1,G,VG,GIA,6515
0.9,Fair,D,SI1,EX,G,GIA,4291
1.06,Very Good,I,VS1,G,G,AGSL,5293
1.04,Ideal,H,SI1,G,EX,GIA,4801
1.52,Very Good,F,VS2,EX,EX,GIA,14066
1.5,Very Good,I,SI1,EX,EX,GIA,12022
1.01,Ideal,H,SI1,VG,VG,GIA,4943
1.51,Ideal,I,VS1,EX,EX,AGSL,9966
1.51,Fair,E,VS2,VG,VG,GIA,12829
1.08,Very Good,E,VS2,VG,VG,GIA,7230
0.85,Good,G,SI1,VG,VG,GIA,2905
1.24,Signature-Ideal,H,VS1,ID,ID,AGSL,9354
0.77,Signature-Ideal,H,SI1,ID,ID,AGSL,3089
0.91,Very Good,I,VS2,EX,VG,GIA,3710
0.91,Very Good,D,SI1,VG,VG,GIA,4916
2.02,Ideal,I,VS2,VG,VG,GIA,16735
0.9,Ideal,I,VVS2,EX,EX,GIA,4011
1.06,Very Good,E,VVS2,VG,EX,GIA,9680
1.18,Good,E,SI1,G,G,GIA,6568
1.23,Ideal,E,VVS2,EX,VG,GIA,13034
1,Very Good,G,VVS2,VG,VG,GIA,7403
1.02,Ideal,D,VS1,EX,EX,GIA,8658
0.93,Very Good,H,SI1,VG,VG,GIA,3838
1.03,Signature-Ideal,G,VS2,ID,ID,AGSL,7619
1.02,Ideal,H,SI1,VG,VG,GIA,4932
1.01,Very Good,E,SI1,G,G,GIA,5627
1.02,Ideal,F,VVS1,EX,EX,GIA,9761
1.64,Very Good,I,VS2,EX,EX,AGSL,10100
1.12,Very Good,H,SI1,VG,VG,GIA,5027
2.12,Ideal,G,VS1,EX,EX,GIA,28840
1.23,Good,I,SI1,EX,EX,GIA,6165
1.09,Very Good,F,IF,VG,G,GIA,10663
1.1,Very Good,E,SI1,VG,VG,GIA,6392
1.15,Very Good,G,SI1,VG,VG,GIA,5587
1.01,Ideal,G,SI1,VG,VG,GIA,4370
2.01,Good,D,VS1,VG,G,GIA,35124
0.91,Very Good,I,SI1,EX,VG,GIA,3852
1,Good,F,VS2,VG,G,GIA,6030
1.02,Very Good,G,VVS1,VG,EX,GIA,8387
2.01,Good,H,VS1,VG,VG,GIA,18988
0.9,Fair,E,SI1,VG,VG,GIA,3920
1.23,Very Good,D,SI1,VG,G,GIA,7799
2.01,Good,D,VS1,G,G,GIA,30095
2.01,Good,I,SI1,VG,VG,GIA,16731
2.04,Ideal,H,SI1,EX,EX,GIA,18490
1.37,Ideal,D,VS1,EX,VG,GIA,11754
1.58,Ideal,H,VS2,EX,EX,GIA,12334
0.99,Very Good,F,SI1,G,G,GIA,5112
1.01,Good,D,VS1,G,VG,GIA,7163
0.9,Good,G,VS1,VG,G,GIA,3977
2.31,Good,H,SI1,G,G,GIA,18329
0.9,Good,H,VS2,VG,VG,GIA,4027
1.09,Very Good,H,VS2,G,VG,GIA,5551
1.03,Very Good,F,VVS1,ID,ID,AGSL,10327
1.61,Very Good,E,SI1,EX,EX,GIA,13047
2.16,Ideal,F,VS2,G,G,GIA,31349
1.01,Good,G,VS2,EX,G,GIA,5918
1.04,Ideal,D,SI1,VG,EX,GIA,6116
1.66,Very Good,E,SI1,EX,EX,GIA,12818
2.21,Ideal,F,VVS2,EX,EX,GIA,40427
0.76,Very Good,H,SI1,G,G,GIA,2396
2.01,Good,G,SI1,VG,G,GIA,20031
0.78,Very Good,G,VS2,VG,VG,GIA,3210
1.31,Ideal,F,SI1,EX,EX,GIA,9331
1.03,Ideal,G,VVS2,EX,VG,GIA,7990
1.85,Very Good,F,VS2,G,VG,GIA,19543
0.82,Ideal,H,SI1,VG,EX,GIA,2932
1.2,Ideal,G,VS1,EX,EX,GIA,9625
1.24,Ideal,I,VS1,ID,ID,AGSL,7163
2.01,Ideal,F,VS1,EX,EX,GIA,32966
2.16,Good,G,VS2,VG,VG,GIA,26353
2.1,Very Good,H,SI1,EX,EX,AGSL,18436
1,Good,D,SI1,VG,EX,GIA,5405
1.2,Very Good,E,VVS2,VG,VG,GIA,12253
1.53,Ideal,I,VS1,EX,EX,GIA,10171
0.78,Ideal,G,VS2,ID,ID,AGSL,3343
0.81,Ideal,G,IF,ID,ID,AGSL,4751
2.43,Ideal,I,IF,EX,EX,GIA,25897
1.21,Very Good,I,VS1,VG,VG,GIA,5726
1.22,Ideal,G,IF,EX,EX,GIA,11111
1.51,Good,F,VVS2,EX,VG,GIA,17203
0.9,Very Good,G,SI1,VG,VG,GIA,4435
0.78,Ideal,G,SI1,EX,VG,GIA,3056
2.02,Ideal,G,VS1,EX,EX,GIA,30184
0.91,Very Good,I,VS2,VG,EX,GIA,3525
0.9,Ideal,H,VS2,EX,EX,GIA,4856
1.14,Ideal,E,VS1,EX,EX,GIA,9890
1.32,Very Good,I,SI1,VG,VG,GIA,6810
1.53,Very Good,F,VS1,VG,VG,GIA,17086
0.89,Ideal,F,SI1,EX,EX,GIA,4127
1.03,Ideal,D,VVS2,EX,VG,GIA,9798
1.2,Very Good,I,SI1,VG,VG,GIA,5226
1.53,Good,F,VS1,VG,VG,GIA,15984
1.11,Ideal,H,SI1,EX,EX,GIA,5535
1.51,Very Good,I,VS1,VG,VG,GIA,9986
0.9,Very Good,E,SI1,EX,EX,GIA,4921
2,Very Good,D,IF,VG,G,GIA,49199
1.51,Good,E,SI1,VG,VG,GIA,11505
1.02,Very Good,F,VVS2,VG,G,GIA,8627
0.75,Very Good,E,VS2,VG,G,GIA,3718
1.06,Ideal,D,VVS2,ID,ID,AGSL,11209
1.02,Very Good,D,SI1,G,VG,GIA,5709
0.9,Very Good,E,SI1,EX,VG,GIA,4286
0.9,Very Good,D,SI1,VG,VG,GIA,4230
1.12,Ideal,I,SI1,EX,EX,GIA,4870
0.9,Very Good,I,VS2,VG,EX,GIA,3489
1.01,Very Good,D,SI1,EX,EX,GIA,5422
1.19,Ideal,H,VS1,ID,ID,AGSL,7221
1.13,Ideal,G,IF,EX,EX,GIA,9885
1.05,Very Good,E,SI1,VG,VG,GIA,5671
